emp_no,title,from_date,to_date
14110,Staff,1987-05-17,1994-05-17
14120,Engineer,1985-08-11,1990-08-11
14120,Senior Engineer,1990-08-11,9999-01-01
14130,Staff,1997-02-17,9999-01-01
14140,Senior Staff,1998-03-21,9999-01-01
14150,Senior Staff,1994-01-28,9999-01-01
14160,Staff,1998-12-24,9999-01-01
14170,Staff,1998-09-13,2001-04-16
14180,Assistant Engineer,1993-03-15,2002-03-15
14180,Engineer,2002-03-15,9999-01-01
14190,Engineer,1989-03-13,1997-03-13
14190,Senior Engineer,1997-03-13,9999-01-01
14200,Senior Staff,1997-11-10,9999-01-01
14210,Senior Staff,1999-06-10,9999-01-01
14210,Staff,1993-06-10,1999-06-10
14220,Senior Engineer,1987-12-02,9999-01-01
14230,Senior Engineer,1988-01-25,9999-01-01
14240,Senior Staff,1994-11-28,9999-01-01
14240,Staff,1987-11-28,1994-11-28
14250,Staff,1996-06-16,2000-12-20
14260,Senior Staff,1991-04-21,9999-01-01
14270,Technique Leader,1994-04-05,9999-01-01
14280,Staff,1999-09-21,9999-01-01
14290,Senior Engineer,1992-03-29,9999-01-01
14300,Staff,1995-09-15,2001-02-15
14310,Senior Staff,1987-02-23,9999-01-01
14320,Engineer,1986-06-30,1992-06-29
14320,Senior Engineer,1992-06-29,9999-01-01
14330,Senior Engineer,1991-07-03,9999-01-01
14340,Engineer,1986-12-19,1995-12-19
14340,Senior Engineer,1995-12-19,9999-01-01
14350,Senior Staff,1988-03-20,1989-07-29
14360,Senior Staff,1997-08-01,9999-01-01
14370,Senior Staff,2002-03-01,9999-01-01
14370,Staff,1995-03-01,2002-03-01
14380,Senior Staff,1994-01-29,1997-01-20
14380,Staff,1988-01-30,1994-01-29
14390,Engineer,1998-11-27,9999-01-01
14400,Engineer,1994-04-15,2000-04-14
14400,Senior Engineer,2000-04-14,9999-01-01
14410,Engineer,1990-02-22,1996-02-22
14410,Senior Engineer,1996-02-22,9999-01-01
14420,Senior Engineer,1999-07-12,9999-01-01
14430,Senior Staff,1996-06-08,9999-01-01
14440,Engineer,1997-09-03,9999-01-01
14450,Senior Engineer,1985-04-26,1996-12-30
14460,Engineer,1988-01-23,1995-01-23
14460,Senior Engineer,1995-01-23,9999-01-01
14470,Engineer,1997-11-26,9999-01-01
14480,Senior Staff,1994-03-24,9999-01-01
14480,Staff,1987-03-24,1994-03-24
14490,Staff,1994-09-27,9999-01-01
14500,Senior Engineer,1989-07-15,9999-01-01
14510,Engineer,1996-08-24,2001-08-24
14510,Senior Engineer,2001-08-24,9999-01-01
14520,Assistant Engineer,1992-09-09,1997-09-09
14520,Engineer,1997-09-09,1998-07-09
14530,Engineer,1999-02-02,9999-01-01
14540,Engineer,1990-02-11,1996-02-11
14540,Senior Engineer,1996-02-11,9999-01-01
14550,Staff,1998-08-20,9999-01-01
14560,Engineer,1985-05-21,1993-05-21
14560,Senior Engineer,1993-05-21,9999-01-01
14570,Senior Staff,2001-11-17,9999-01-01
14570,Staff,1994-11-17,2001-11-17
14580,Assistant Engineer,1988-11-09,1993-11-09
14580,Engineer,1993-11-09,1998-11-09
14580,Senior Engineer,1998-11-09,9999-01-01
14590,Senior Staff,1990-05-14,1995-12-28
14590,Staff,1985-05-14,1990-05-14
14600,Senior Staff,1988-10-24,9999-01-01
14610,Senior Staff,1994-11-10,9999-01-01
14610,Staff,1989-11-10,1994-11-10
14620,Engineer,1988-08-04,1993-08-04
14620,Senior Engineer,1993-08-04,9999-01-01
14630,Engineer,1993-07-25,1998-07-25
14630,Senior Engineer,1998-07-25,9999-01-01
14640,Engineer,1992-05-20,1998-05-20
14640,Senior Engineer,1998-05-20,9999-01-01
14650,Engineer,1986-10-04,1993-10-04
14650,Senior Engineer,1993-10-04,9999-01-01
14660,Senior Staff,2000-07-20,9999-01-01
14660,Staff,1995-07-21,2000-07-20
14670,Assistant Engineer,1995-08-24,9999-01-01
14680,Staff,1990-08-04,1995-12-24
14690,Engineer,1986-02-25,1994-02-25
14690,Senior Engineer,1994-02-25,9999-01-01
14700,Senior Staff,1992-02-28,1998-08-31
14710,Senior Staff,1988-09-18,9999-01-01
14720,Engineer,1993-11-19,1999-11-19
14720,Senior Engineer,1999-11-19,9999-01-01
14730,Staff,1998-03-25,9999-01-01
14740,Engineer,1985-12-26,1992-12-26
14740,Senior Engineer,1992-12-26,2000-05-31
14750,Engineer,1998-08-17,9999-01-01
14760,Engineer,1996-03-09,2001-03-09
14760,Senior Engineer,2001-03-09,9999-01-01
14770,Engineer,1996-09-15,1999-11-16
14780,Senior Engineer,1986-09-19,9999-01-01
14790,Senior Engineer,1994-04-24,2001-07-28
14800,Assistant Engineer,1992-09-14,1997-09-14
14800,Engineer,1997-09-14,9999-01-01
14810,Engineer,1992-01-24,2001-01-23
14810,Senior Engineer,2001-01-23,9999-01-01
14820,Senior Staff,1991-09-10,9999-01-01
14830,Staff,1996-05-31,2001-01-12
14840,Engineer,1995-07-06,1999-04-09
14850,Staff,2000-01-08,9999-01-01
14860,Engineer,1989-04-27,1998-04-27
14860,Senior Engineer,1998-04-27,9999-01-01
14870,Engineer,1992-12-26,2000-12-26
14870,Senior Engineer,2000-12-26,9999-01-01
14880,Senior Engineer,1998-01-30,2000-05-23
14890,Engineer,1999-10-31,2000-11-25
14900,Assistant Engineer,1993-06-21,2002-06-21
14900,Engineer,2002-06-21,9999-01-01
14910,Engineer,1998-09-23,9999-01-01
14920,Senior Staff,2000-09-18,9999-01-01
14920,Staff,1993-09-18,2000-09-18
14930,Senior Engineer,1995-10-14,9999-01-01
14940,Engineer,1990-08-09,1996-08-08
14940,Senior Engineer,1996-08-08,9999-01-01
14950,Engineer,1998-01-15,9999-01-01
14960,Assistant Engineer,1991-07-17,1996-07-16
14960,Engineer,1996-07-16,2001-07-16
14960,Senior Engineer,2001-07-16,9999-01-01
14970,Senior Staff,1999-01-20,9999-01-01
14980,Technique Leader,1985-04-04,1988-05-13
14990,Staff,1995-11-25,9999-01-01
15000,Senior Staff,1992-07-20,9999-01-01
15010,Engineer,1990-10-10,1992-08-04
15020,Engineer,1988-03-07,1992-07-31
15030,Senior Staff,1999-04-11,9999-01-01
15040,Senior Staff,1996-11-11,2001-03-19
15050,Engineer,1990-12-17,1996-12-16
15050,Senior Engineer,1996-12-16,9999-01-01
15060,Engineer,1990-03-12,1997-03-12
15060,Senior Engineer,1997-03-12,9999-01-01
15070,Staff,1995-08-28,2000-07-16
15080,Technique Leader,1997-02-12,9999-01-01
15090,Engineer,1986-08-31,1991-08-31
15090,Senior Engineer,1991-08-31,9999-01-01
15100,Staff,1998-07-26,9999-01-01
15110,Staff,1998-11-11,9999-01-01
15120,Senior Staff,1996-09-25,9999-01-01
15120,Staff,1991-09-26,1996-09-25
15130,Senior Staff,1995-06-24,9999-01-01
15130,Staff,1986-06-24,1995-06-24
15140,Senior Staff,1996-07-03,9999-01-01
15140,Staff,1991-07-04,1996-07-03
15150,Engineer,1996-03-21,2002-03-21
15150,Senior Engineer,2002-03-21,9999-01-01
15160,Senior Engineer,1995-06-20,9999-01-01
15170,Senior Staff,2001-04-15,9999-01-01
15170,Staff,1992-04-15,2001-04-15
15180,Senior Engineer,1995-01-25,1996-06-08
15190,Senior Staff,1994-10-15,9999-01-01
15200,Engineer,1998-06-09,2000-03-19
15210,Staff,1997-11-19,9999-01-01
15220,Engineer,1995-07-23,2002-07-23
15220,Senior Engineer,2002-07-23,9999-01-01
15230,Engineer,1993-03-17,1999-03-17
15230,Senior Engineer,1999-03-17,9999-01-01
15240,Senior Engineer,1993-08-01,9999-01-01
15250,Engineer,1992-10-28,2000-10-28
15250,Senior Engineer,2000-10-28,9999-01-01
15260,Engineer,1989-03-15,1994-03-15
15260,Senior Engineer,1994-03-15,1995-08-31
15270,Senior Staff,2002-05-09,9999-01-01
15270,Staff,1994-05-09,2002-05-09
15280,Engineer,1986-03-26,1994-03-26
15280,Senior Engineer,1994-03-26,9999-01-01
15290,Engineer,1998-08-27,9999-01-01
15300,Engineer,1994-09-22,2000-09-21
15300,Senior Engineer,2000-09-21,9999-01-01
15310,Staff,1997-11-09,9999-01-01
15320,Staff,1993-03-26,1995-01-14
15330,Senior Staff,1995-05-31,9999-01-01
15330,Staff,1988-05-30,1995-05-31
15340,Engineer,1993-01-28,2002-01-28
15340,Senior Engineer,2002-01-28,9999-01-01
15350,Staff,1990-03-23,1990-11-28
15360,Staff,1997-10-26,9999-01-01
15370,Senior Engineer,1993-12-21,9999-01-01
15380,Technique Leader,1987-06-12,1994-05-14
15390,Engineer,1999-01-16,9999-01-01
15400,Senior Staff,2002-03-10,9999-01-01
15400,Staff,1995-03-10,2002-03-10
15410,Senior Staff,1998-09-13,9999-01-01
15410,Staff,1989-09-13,1998-09-13
15420,Senior Staff,1999-04-17,9999-01-01
15420,Staff,1990-04-17,1999-04-17
15430,Engineer,1996-07-22,9999-01-01
15440,Staff,1997-06-08,1998-09-13
15450,Engineer,1999-06-14,2000-04-17
15460,Engineer,1988-01-25,1997-01-24
15460,Senior Engineer,1997-01-24,9999-01-01
15470,Engineer,1996-08-08,9999-01-01
15480,Engineer,1990-04-29,1999-04-29
15480,Senior Engineer,1999-04-29,9999-01-01
15490,Engineer,1992-11-09,1998-11-09
15490,Senior Engineer,1998-11-09,9999-01-01
15500,Engineer,1997-10-29,9999-01-01
15510,Engineer,1987-08-29,1994-08-29
15510,Senior Engineer,1994-08-29,9999-01-01
15520,Senior Engineer,1988-01-28,9999-01-01
15530,Engineer,1995-07-09,9999-01-01
15540,Engineer,1988-12-01,1996-12-01
15540,Senior Engineer,1996-12-01,9999-01-01
15550,Senior Engineer,1993-07-01,9999-01-01
15560,Engineer,1991-01-30,1996-01-30
15560,Senior Engineer,1996-01-30,2001-02-17
15570,Engineer,1986-06-18,1993-06-18
15570,Senior Engineer,1993-06-18,9999-01-01
15580,Senior Staff,1992-06-06,9999-01-01
15580,Staff,1986-06-07,1992-06-06
15590,Senior Staff,1994-09-26,1999-01-07
15590,Staff,1986-09-26,1994-09-26
15600,Engineer,1985-04-26,1994-04-26
15600,Senior Engineer,1994-04-26,9999-01-01
15610,Assistant Engineer,1999-12-30,2001-11-25
15620,Senior Staff,1996-02-14,9999-01-01
15620,Staff,1987-02-14,1996-02-14
15630,Senior Engineer,1999-03-28,1999-05-25
15640,Engineer,1990-10-16,1999-10-16
15640,Senior Engineer,1999-10-16,2000-03-26
15650,Senior Engineer,1997-11-16,9999-01-01
15660,Engineer,1996-12-27,9999-01-01
15670,Assistant Engineer,1997-03-01,9999-01-01
15680,Senior Staff,1999-04-19,9999-01-01
15680,Staff,1990-04-19,1999-04-19
15690,Senior Staff,1996-05-09,1998-05-13
15700,Senior Staff,1993-09-03,1994-10-13
15710,Engineer,1992-02-26,1997-02-25
15710,Senior Engineer,1997-02-25,9999-01-01
15720,Engineer,1993-05-24,2001-05-24
15720,Senior Engineer,2001-05-24,9999-01-01
15730,Senior Staff,1998-07-14,9999-01-01
15730,Staff,1991-07-14,1998-07-14
15740,Senior Staff,2000-06-03,9999-01-01
15740,Staff,1995-06-04,2000-06-03
15750,Engineer,1993-11-13,2000-11-13
15750,Senior Engineer,2000-11-13,9999-01-01
15760,Senior Staff,1999-04-11,9999-01-01
15770,Engineer,1995-02-25,1998-05-23
15780,Engineer,1987-04-02,1993-04-01
15780,Senior Engineer,1993-04-01,9999-01-01
15790,Staff,1997-12-19,9999-01-01
15800,Engineer,1986-01-07,1993-01-07
15800,Senior Engineer,1993-01-07,9999-01-01
15810,Engineer,1986-08-26,1993-08-26
15810,Senior Engineer,1993-08-26,9999-01-01
15820,Engineer,1998-07-18,9999-01-01
15830,Senior Staff,1997-03-13,9999-01-01
15840,Staff,1997-05-07,9999-01-01
15850,Assistant Engineer,1996-03-05,2001-07-25
15860,Engineer,1985-04-06,1990-04-06
15860,Senior Engineer,1990-04-06,2002-06-11
15870,Senior Staff,1992-02-25,9999-01-01
15880,Technique Leader,1996-12-02,9999-01-01
15890,Staff,1996-11-21,9999-01-01
15900,Senior Staff,1998-06-08,1999-02-02
15910,Staff,1996-11-29,9999-01-01
15920,Engineer,1988-10-04,1993-03-26
15930,Engineer,1993-09-24,1998-09-24
15930,Senior Engineer,1998-09-24,9999-01-01
15940,Engineer,1999-08-30,9999-01-01
15950,Senior Staff,2000-08-16,9999-01-01
15950,Staff,1993-08-16,2000-08-16
15960,Engineer,1991-04-24,1998-04-24
15960,Senior Engineer,1998-04-24,9999-01-01
15970,Senior Engineer,1994-06-15,1998-10-14
15980,Senior Staff,1998-10-21,9999-01-01
15980,Staff,1992-10-21,1998-10-21
15990,Engineer,1988-09-15,1996-09-15
15990,Senior Engineer,1996-09-15,1997-04-26
16000,Engineer,1996-05-05,2002-05-05
16000,Senior Engineer,2002-05-05,9999-01-01
16010,Senior Engineer,1987-08-28,9999-01-01
16020,Senior Staff,1990-01-04,9999-01-01
16030,Senior Staff,1997-03-29,9999-01-01
16040,Technique Leader,1987-07-17,9999-01-01
16050,Staff,1996-02-03,2001-08-30
16060,Senior Staff,2000-11-11,9999-01-01
16060,Staff,1993-11-11,2000-11-11
16070,Senior Engineer,1995-10-14,9999-01-01
16080,Engineer,1992-08-07,2001-08-07
16080,Senior Engineer,2001-08-07,9999-01-01
16090,Staff,1992-06-22,1999-01-17
16100,Senior Staff,1986-03-31,9999-01-01
16110,Engineer,1992-08-04,1998-08-04
16110,Senior Engineer,1998-08-04,9999-01-01
16120,Senior Staff,2001-03-02,9999-01-01
16120,Staff,1996-03-02,2001-03-02
16130,Assistant Engineer,1993-07-26,2002-07-26
16130,Engineer,2002-07-26,9999-01-01
16140,Senior Staff,2001-03-04,9999-01-01
16140,Staff,1993-03-04,2001-03-04
16150,Senior Staff,1993-01-07,9999-01-01
16160,Senior Staff,2000-11-15,9999-01-01
16160,Staff,1994-11-16,2000-11-15
16170,Senior Staff,2001-04-10,9999-01-01
16170,Staff,1992-04-10,2001-04-10
16180,Assistant Engineer,1998-10-02,9999-01-01
16190,Technique Leader,1986-08-13,9999-01-01
16200,Senior Staff,1999-05-22,2000-03-22
16210,Senior Staff,2000-01-18,9999-01-01
16210,Staff,1991-01-18,2000-01-18
16220,Senior Staff,2000-01-01,9999-01-01
16220,Staff,1995-01-01,2000-01-01
16230,Senior Staff,1996-02-19,9999-01-01
16240,Technique Leader,1987-02-28,9999-01-01
16250,Engineer,1998-10-02,9999-01-01
16260,Engineer,1993-02-21,1998-02-21
16260,Senior Engineer,1998-02-21,9999-01-01
16270,Senior Staff,1992-07-04,9999-01-01
16280,Senior Engineer,1993-05-03,2000-03-11
16290,Engineer,1991-12-03,1996-12-02
16290,Senior Engineer,1996-12-02,9999-01-01
16300,Engineer,1990-09-03,1996-09-02
16300,Senior Engineer,1996-09-02,9999-01-01
16310,Senior Staff,2002-06-23,9999-01-01
16310,Staff,1993-06-23,2002-06-23
16320,Senior Staff,2000-01-08,9999-01-01
16320,Staff,1991-01-08,2000-01-08
16330,Engineer,1994-12-06,2000-09-30
16340,Engineer,1997-04-12,2000-09-25
16350,Engineer,1992-06-16,1994-04-28
16360,Senior Engineer,1995-10-10,1997-05-02
16370,Senior Engineer,1987-07-26,9999-01-01
16380,Senior Staff,1994-06-01,9999-01-01
16380,Staff,1986-06-01,1994-06-01
16390,Engineer,1997-10-29,1999-11-24
16400,Engineer,1993-02-25,2002-02-25
16400,Senior Engineer,2002-02-25,9999-01-01
16410,Senior Engineer,1997-01-24,2000-02-25
16420,Senior Staff,1995-02-01,9999-01-01
16420,Staff,1988-02-01,1995-02-01
16430,Senior Engineer,1986-09-06,9999-01-01
16440,Technique Leader,1996-08-13,9999-01-01
16450,Senior Engineer,1985-07-09,1989-05-25
16460,Engineer,1987-03-15,1992-03-14
16460,Senior Engineer,1992-03-14,9999-01-01
16470,Engineer,1985-10-15,1992-10-15
16470,Senior Engineer,1992-10-15,9999-01-01
16480,Senior Staff,2001-01-19,9999-01-01
16480,Staff,1992-01-20,2001-01-19
16490,Senior Staff,1987-04-06,9999-01-01
16500,Senior Staff,1992-07-15,2000-09-10
16500,Staff,1985-07-15,1992-07-15
16510,Senior Staff,1994-04-06,9999-01-01
16510,Staff,1986-04-06,1994-04-06
16520,Engineer,1993-11-13,1994-10-22
16530,Staff,1994-08-18,9999-01-01
16540,Senior Staff,1997-02-01,9999-01-01
16540,Staff,1989-02-01,1997-02-01
16550,Senior Staff,1994-03-17,1999-07-01
16550,Staff,1987-03-17,1994-03-17
16560,Senior Staff,2000-04-17,9999-01-01
16560,Staff,1991-04-18,2000-04-17
16570,Engineer,1994-03-25,2000-03-24
16570,Senior Engineer,2000-03-24,9999-01-01
16580,Senior Engineer,1986-06-20,9999-01-01
16590,Senior Staff,1987-04-23,9999-01-01
16600,Senior Staff,1994-05-26,9999-01-01
16600,Staff,1987-05-26,1994-05-26
16610,Senior Staff,1997-08-02,9999-01-01
16610,Staff,1989-08-02,1997-08-02
16620,Senior Staff,1992-07-21,9999-01-01
16620,Staff,1987-07-22,1992-07-21
16630,Engineer,1987-03-05,1993-03-04
16630,Senior Engineer,1993-03-04,9999-01-01
16640,Senior Staff,1999-12-13,9999-01-01
16640,Staff,1991-12-13,1999-12-13
16650,Staff,1999-10-06,2002-03-17
16660,Assistant Engineer,1985-07-28,1992-07-28
16660,Engineer,1992-07-28,1999-07-29
16660,Senior Engineer,1999-07-29,9999-01-01
16670,Engineer,1993-11-24,1998-06-19
16680,Engineer,1998-02-09,9999-01-01
16690,Technique Leader,1997-06-05,9999-01-01
16700,Senior Staff,2002-04-26,9999-01-01
16700,Staff,1994-04-26,2002-04-26
16710,Senior Staff,2002-01-31,9999-01-01
16710,Staff,1993-01-31,2002-01-31
16720,Staff,1991-08-17,1993-08-19
16730,Senior Engineer,1993-05-16,9999-01-01
16740,Senior Staff,1994-03-06,9999-01-01
16740,Staff,1986-03-06,1994-03-06
16750,Senior Staff,1999-05-20,9999-01-01
16750,Staff,1992-05-19,1999-05-20
16760,Senior Staff,1999-12-18,9999-01-01
16770,Engineer,1998-06-20,9999-01-01
16780,Staff,1995-03-09,2001-03-20
16790,Engineer,1989-03-28,1994-03-28
16790,Senior Engineer,1994-03-28,9999-01-01
16800,Assistant Engineer,1997-08-09,9999-01-01
16810,Assistant Engineer,1987-08-15,1992-08-14
16810,Engineer,1992-08-14,1997-08-14
16810,Senior Engineer,1997-08-14,9999-01-01
16820,Engineer,1993-04-03,2002-04-03
16820,Senior Engineer,2002-04-03,9999-01-01
16830,Senior Engineer,1989-06-03,9999-01-01
16840,Engineer,1997-05-22,2002-05-22
16840,Senior Engineer,2002-05-22,9999-01-01
16850,Engineer,1994-02-21,1997-04-22
16860,Engineer,1991-05-09,2000-05-08
16860,Senior Engineer,2000-05-08,9999-01-01
16870,Staff,1996-07-05,9999-01-01
16880,Technique Leader,1986-08-24,9999-01-01
16890,Senior Staff,1992-08-20,9999-01-01
16890,Staff,1986-08-21,1992-08-20
16900,Engineer,1996-03-07,1998-01-08
16910,Senior Engineer,1986-05-29,9999-01-01
16920,Engineer,1985-07-17,1991-07-17
16920,Senior Engineer,1991-07-17,9999-01-01
16930,Engineer,1994-04-23,2001-12-04
16940,Senior Engineer,1996-09-25,9999-01-01
16950,Engineer,1989-08-03,1989-10-09
16960,Senior Staff,1998-11-02,9999-01-01
16970,Senior Staff,1996-04-21,9999-01-01
16970,Staff,1990-04-22,1996-04-21
16980,Staff,1993-09-24,9999-01-01
16990,Senior Staff,1995-08-21,1999-06-20
16990,Staff,1987-08-21,1995-08-21
17000,Engineer,1995-12-19,9999-01-01
17010,Senior Staff,1996-06-21,9999-01-01
17010,Staff,1991-06-22,1996-06-21
17020,Assistant Engineer,1998-10-12,9999-01-01
17030,Staff,1994-04-02,9999-01-01
17040,Assistant Engineer,1998-03-01,9999-01-01
17050,Engineer,1996-08-27,9999-01-01
17060,Senior Engineer,1993-11-04,9999-01-01
17070,Assistant Engineer,1989-10-27,1995-10-27
17070,Engineer,1995-10-27,2001-10-26
17070,Senior Engineer,2001-10-26,9999-01-01
17080,Engineer,1995-02-04,2001-02-03
17080,Senior Engineer,2001-02-03,9999-01-01
17090,Engineer,1989-06-10,1995-06-10
17090,Senior Engineer,1995-06-10,9999-01-01
17100,Engineer,1995-04-14,9999-01-01
17110,Engineer,1997-03-21,9999-01-01
17120,Senior Staff,1993-02-08,9999-01-01
17120,Staff,1987-02-09,1993-02-08
17130,Senior Engineer,1994-12-02,9999-01-01
17140,Assistant Engineer,1995-08-10,1998-06-15
17150,Senior Engineer,1990-05-29,9999-01-01
17160,Senior Engineer,1988-02-22,9999-01-01
17170,Senior Staff,1988-12-03,9999-01-01
17180,Senior Engineer,1994-09-06,9999-01-01
17190,Technique Leader,1991-01-21,9999-01-01
17200,Engineer,1992-12-02,1999-12-03
17200,Senior Engineer,1999-12-03,9999-01-01
17210,Senior Staff,1986-10-12,1993-11-09
17220,Engineer,1991-01-04,2000-01-04
17220,Senior Engineer,2000-01-04,9999-01-01
17230,Senior Staff,1992-03-10,9999-01-01
17240,Engineer,1990-11-14,1999-11-14
17240,Senior Engineer,1999-11-14,9999-01-01
17250,Staff,1997-07-19,2001-10-11
17260,Assistant Engineer,1987-05-18,1995-05-18
17260,Engineer,1995-05-18,9999-01-01
17270,Engineer,1996-08-19,9999-01-01
17280,Engineer,1993-01-03,2000-01-04
17280,Senior Engineer,2000-01-04,9999-01-01
17290,Staff,1998-04-19,9999-01-01
17300,Staff,1993-12-03,9999-01-01
17310,Senior Engineer,1996-09-26,9999-01-01
17320,Engineer,1996-09-10,9999-01-01
17330,Engineer,1996-11-01,2002-06-23
17340,Senior Staff,1992-07-05,9999-01-01
17340,Staff,1985-07-05,1992-07-05
17350,Assistant Engineer,1995-08-26,1998-05-20
17360,Engineer,1996-12-05,9999-01-01
17370,Staff,2000-01-12,2002-02-01
17380,Engineer,1998-11-03,9999-01-01
17390,Technique Leader,1994-02-20,1998-02-16
17400,Engineer,1991-09-15,1997-05-05
17410,Senior Staff,2001-07-30,9999-01-01
17410,Staff,1993-07-30,2001-07-30
17420,Senior Staff,1997-10-13,9999-01-01
17420,Staff,1988-10-13,1997-10-13
17430,Engineer,1990-09-19,1997-09-19
17430,Senior Engineer,1997-09-19,9999-01-01
17440,Senior Staff,1999-07-07,9999-01-01
17440,Staff,1992-07-06,1999-07-07
17450,Staff,1997-11-02,9999-01-01
17460,Senior Engineer,1996-11-07,9999-01-01
17470,Senior Engineer,1986-07-23,9999-01-01
17480,Engineer,1995-01-10,9999-01-01
17490,Senior Engineer,1998-03-04,9999-01-01
17500,Technique Leader,1988-09-25,9999-01-01
17510,Engineer,1990-06-28,1993-03-26
17520,Engineer,1988-08-08,1997-08-08
17520,Senior Engineer,1997-08-08,9999-01-01
17530,Engineer,1986-11-04,1994-11-04
17530,Senior Engineer,1994-11-04,9999-01-01
17540,Engineer,1996-05-19,2000-11-09
17550,Engineer,1993-01-21,2002-01-21
17550,Senior Engineer,2002-01-21,9999-01-01
17560,Staff,1997-01-23,9999-01-01
17570,Engineer,1997-05-21,1997-07-19
17580,Staff,1989-01-09,1993-07-24
17590,Engineer,1987-05-17,1993-05-16
17590,Senior Engineer,1993-05-16,9999-01-01
17600,Technique Leader,1996-12-07,9999-01-01
17610,Engineer,1986-02-10,1991-02-10
17610,Senior Engineer,1991-02-10,9999-01-01
17620,Engineer,1996-02-24,9999-01-01
17630,Engineer,1998-04-22,9999-01-01
17640,Staff,1998-02-10,2000-05-06
17650,Senior Engineer,1989-01-16,9999-01-01
17660,Staff,1989-03-27,1993-07-16
17670,Senior Staff,1995-04-07,9999-01-01
17680,Engineer,1990-08-10,1996-08-09
17680,Senior Engineer,1996-08-09,9999-01-01
17690,Senior Staff,2002-07-02,9999-01-01
17690,Staff,1996-07-02,2002-07-02
17700,Engineer,1992-11-23,1998-11-23
17700,Senior Engineer,1998-11-23,9999-01-01
17710,Engineer,1987-07-09,1993-05-18
17720,Senior Staff,1995-11-04,9999-01-01
17720,Staff,1989-11-04,1995-11-04
17730,Senior Staff,1996-02-27,9999-01-01
17740,Technique Leader,1999-08-20,9999-01-01
17750,Engineer,1989-11-20,1994-11-20
17750,Senior Engineer,1994-11-20,9999-01-01
17760,Engineer,1996-09-09,2000-02-04
17770,Senior Engineer,1994-03-12,1999-11-17
17780,Engineer,1986-05-11,1994-05-11
17780,Senior Engineer,1994-05-11,9999-01-01
17790,Senior Staff,1993-04-01,9999-01-01
17790,Staff,1985-04-01,1993-04-01
17800,Senior Staff,1997-02-27,9999-01-01
17800,Staff,1992-02-28,1997-02-27
17810,Senior Staff,1997-12-28,9999-01-01
